Rank,Title,Status,Study Results,Conditions,Interventions,Sponsor/Collaborators,Name1,Name2,Name3,Name4,Name5,Name6,Name7,Phases,Funded Bys,Study Type,Start Date,Completion Date,URL
1965,"A Study to Investigate the Safety, Tolerability, and Pharmacokinetics (PK) of Oseltamivir and Its Carboxylate Metabolite, RO0640802 in Healthy Participants",Completed,Has Results,Healthy Volunteer,Drug: Oseltamivir|Drug: Placebo,Hoffmann-La Roche,Hoffmann-La Roche,,,,,,,Phase 1,Industry,Interventional,12/9/2019,5/10/2019,https://ClinicalTrials.gov/show/NCT02717754
1966,Pilot Study To Investigate The Association Between Acid Control And Heartburn Symptoms After Proton Pump Inhibitor Treatment,Completed,Has Results,Heartburn,Drug: Esomeprazole 20 mg|Drug: Placebo,Pfizer,Pfizer,,,,,,,Phase 4,Industry,Interventional,1/16/2019,4/16/2019,https://ClinicalTrials.gov/show/NCT02708355
1967,"Safety, Tolerability and Pharmacokinetics of Escalating Single Doses of TAK-828 in Healthy Participants",Completed,Has Results,Dose Finding Study,Drug: TAK-828|Drug: Placebo,Takeda,Takeda,,,,,,,Phase 1,Industry,Interventional,3/1/2016,6/17/2016,https://ClinicalTrials.gov/show/NCT02706834
1968,A Study to Evaluate the Effectiveness and Tolerance of Two Acne Treatments on Subjects With Mild to Moderate Acne.,Completed,Has Results,Acne Vulgaris,Device: Acne Mask|Drug: 2.5% Benzoyl Peroxide Treatment,Johnson & Johnson Consumer and Personal Products Worldwide,Johnson & Johnson Consumer and Personal Products Worldwide,,,,,,,Not Applicable,Industry,Interventional,3/31/2016,8/31/2016,https://ClinicalTrials.gov/show/NCT02698436
1969,Pilot Pharmacokinetic Study of Oral Testosterone Ester Formulations in Hypogonadal Men,Completed,Has Results,Hypogonadism,Drug: Testosterone undecanoate|Drug: Testosterone enanthate,"Clarus Therapeutics, Inc.|Los Angeles Biomedical Research Institute","Clarus Therapeutics, Inc.",Los Angeles Biomedical Research Institute,,,,,,Phase 2,Industry|Other,Interventional,11/7/2019,4/8/2019,https://ClinicalTrials.gov/show/NCT02697188
1970,Proof of Concept Study of PEMF (Pulsed Electromagnetic Field) Therapy in Subjects With Osteoarthritis of the Knee,Completed,Has Results,"Osteoarthritis, Knee",Device: Provant Therapy System,"Regenesis Biomedical, Inc.","Regenesis Biomedical, Inc.",,,,,,,Not Applicable,Industry,Interventional,2/2/2016,9/23/2016,https://ClinicalTrials.gov/show/NCT02696083
1971,Multiple Dose Study Of PF-05251749 In Healthy Volunteers,Completed,Has Results,Healthy Adult Subjects|Healthy Elderly Subjects,Drug: PF-05251749|Drug: Melatonin,Pfizer,Pfizer,,,,,,,Phase 1,Industry,Interventional,3/28/2016,1/12/2017,https://ClinicalTrials.gov/show/NCT02691702
1972,"Trial to Determine the Therapeutic Benefit of an OTC Cream on Dry, Itchy Skin of Adults and Children With Eczema",Completed,Has Results,Atopic Dermatitis,Device: EpiCeram Skin Barrier Emulsion|Drug: Experimental Product 1% Colloidal Oatmeal Balm,Johnson & Johnson Consumer Inc. (J&JCI)|Johnson & Johnson Consumer and Personal Products Worldwide,Johnson & Johnson Consumer Inc. (J&JCI),Johnson & Johnson Consumer and Personal Products Worldwide,,,,,,Phase 2,Industry,Interventional,2/16/2019,4/16/2019,https://ClinicalTrials.gov/show/NCT02691507
1973,Trima Accel® System Post Count Algorithm Study,Completed,Has Results,Healthy Volunteers,Device: Trima Accel System,Terumo BCT,Terumo BCT,,,,,,,Not Applicable,Industry,Interventional,1/28/2016,5/28/2016,https://ClinicalTrials.gov/show/NCT02684630
1974,A Study to Evaluate the Safety and Effectiveness of Oculeve Intranasal Lacrimal Neurostimulator in Participants With Dry Eye Syndrome,Completed,Has Results,Dry Eye Syndrome|Keratoconjunctivitis Sicca,Device: Oculeve Intranasal|Device: Sham|Device: Oculeve Extranasal,"Oculeve, Inc.","Oculeve, Inc.",,,,,,,Not Applicable,Industry,Interventional,1/31/2016,3/31/2016,https://ClinicalTrials.gov/show/NCT02680158
1975,"To Assess the Safety, Tolerability and Pharmacokinetics of AZD5634 Following Inhaled and Intravenous (IV)Dose Administration",Completed,Has Results,Cystic Fibrosis,Drug: AZD5634 for inhalation|Drug: AZD5634 for infusion|Other: Placebo,AstraZeneca,AstraZeneca,,,,,,,Phase 1,Industry,Interventional,2/11/2016,10/24/2016,https://ClinicalTrials.gov/show/NCT02679729
1976,A Study of Abemaciclib in Healthy Participants,Completed,Has Results,Healthy,Drug: Abemaciclib|Drug: Placebo|Drug: Loperamide,Eli Lilly and Company,Eli Lilly and Company,,,,,,,Phase 1,Industry,Interventional,2/16/2019,7/16/2019,https://ClinicalTrials.gov/show/NCT02677844
1977,A Study of Abemaciclib in Healthy Participants,Completed,Has Results,Healthy,Drug: Abemaciclib Capsules (Reference Formulation)|Drug: Abemaciclib Tablet (Test Formulation),Eli Lilly and Company,Eli Lilly and Company,,,,,,,Phase 1,Industry,Interventional,2/16/2019,10/16/2019,https://ClinicalTrials.gov/show/NCT02672423
1978,"A Multicenter, Open-Label Trial to Evaluate the Safety and Efficacy of the Sufentanil Sublingual Tablet 30 mcg in Patients With Post-Operative Pain",Completed,Has Results,Acute Moderate-to-severe Pain,Drug: sufentanil sublingual tablet 30 mcg,"AcelRx Pharmaceuticals, Inc.","AcelRx Pharmaceuticals, Inc.",,,,,,,Phase 3,Industry,Interventional,3/16/2019,7/16/2019,https://ClinicalTrials.gov/show/NCT02662556
1979,Maximal Use Systemic Exposure Study of Levulan Kerastick (MUSE 2),Completed,Has Results,"Keratosis, Actinic",Drug: Aminolevulinic Acid (ALA)|Device: BLU-U,"DUSA Pharmaceuticals, Inc.","DUSA Pharmaceuticals, Inc.",,,,,,,Phase 2,Industry,Interventional,2/16/2019,7/16/2019,https://ClinicalTrials.gov/show/NCT02628236
1980,Adipose-derived SVF for Treatment of Alopecia,Completed,Has Results,Androgenetic Alopecia,Device: GID SVF-2,The GID Group,The GID Group,,,,,,,Not Applicable,Industry,Interventional,7/20/2016,1/22/2017,https://ClinicalTrials.gov/show/NCT02626780
1981,Bone Histomorphometry in Postmenopausal Men and Women With Osteoarthritis Undergoing Total Hip Replacement,Completed,Has Results,Osteoporosis,Other: Tetracycline|Other: Demeclocycline|Procedure: Total Hip Replacement,Amgen,Amgen,,,,,,,Phase 4,Industry,Interventional,12/22/2015,12/18/2017,https://ClinicalTrials.gov/show/NCT02576652
1982,LEO 124249 Ointment in the Treatment of Alopecia Areata,Completed,Has Results,Alopecia Areata,Drug: LEO 124249|Other: Vehicle,LEO Pharma,LEO Pharma,,,,,,,Phase 2,Industry,Interventional,1/16/2019,12/16/2019,https://ClinicalTrials.gov/show/NCT02561585
1983,Evaluation of Maintaining Visual Performance in Participants Who Engage in Electronic Visual Tasking While Using Restasis®,Completed,Has Results,Dry Eye Syndromes,Drug: Cyclosporine 0.05% Ophthalmic Emulsion,Allergan,Allergan,,,,,,,Phase 4,Industry,Interventional,7/21/2015,3/24/2016,https://ClinicalTrials.gov/show/NCT02554981
1984,Safety and Immunogenicity of the 2015-2016 Formulation of Fluzone® Quadrivalent (Influenza Vaccine) Among Healthy Children,Completed,Has Results,Influenza,"Biological: Fluzone® Quadrivalent Influenza Vaccine, No Preservative","Sanofi Pasteur, a Sanofi Company|Sanofi","Sanofi Pasteur, a Sanofi Company",Sanofi,,,,,,Phase 4,Industry,Interventional,8/15/2019,7/16/2019,https://ClinicalTrials.gov/show/NCT02539108
1985,Evaluation of 8.5 vs 9.0 Base Curve for 1-DAY ACUVUE(r) TruEye(r) Brand Contact Lenses,Completed,Has Results,Contact Lens Base Curve (BC) Fit and Comfort,Device: Contact Lenses with 8.5 BC|Device: Contact Lenses with 9.0 BC,"Johnson & Johnson Vision Care, Inc.","Johnson & Johnson Vision Care, Inc.",,,,,,,Phase 4,Industry,Interventional,7/1/2015,7/1/2015,https://ClinicalTrials.gov/show/NCT02537522
1986,First-In-Human Study Of Single And Multiple Ascending Doses Of PF-06751979,Completed,Has Results,Healthy Subjects,Drug: PF-06751979 single ascending dose|Drug: Placebo single dose|Drug: PF-06751979 multiple ascending dose|Drug: Placebo multiple dose|Drug: PF-06751979 multiple dose,Pfizer,Pfizer,,,,,,,Phase 1,Industry,Interventional,7/15/2019,7/16/2019,https://ClinicalTrials.gov/show/NCT02509117
1987,"A Study to Evaluate the Effect of the Transient Receptor Potential Vanilloid 4 (TRPV4) Channel Blocker, GSK2798745, on Pulmonary Gas Transfer and Respiration in Patients With Congestive Heart Failure",Completed,Has Results,Heart Failure,Drug: GSK2798745|Drug: Placebo,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 2,Industry,Interventional,4/13/2016,8/21/2017,https://ClinicalTrials.gov/show/NCT02497937
1988,A Study of Abemaciclib (LY2835219) in Healthy Participants With and Without Food,Completed,Has Results,Healthy,Drug: Abemaciclib,Eli Lilly and Company,Eli Lilly and Company,,,,,,,Phase 1,Industry,Interventional,6/15/2019,9/15/2019,https://ClinicalTrials.gov/show/NCT02482935
1989,TAK-648 Multiple-Rising Dose Study in Healthy Japanese Participants and Non-Japanese Participants With Type 2 Diabetes Mellitus,Completed,Has Results,Type 2 Diabetes Mellitus,Drug: TAK-648|Drug: Placebo,Takeda,Takeda,,,,,,,Phase 1,Industry,Interventional,4/15/2019,11/15/2019,https://ClinicalTrials.gov/show/NCT02430870
1990,Evaluation of a Ascensia ONYX NEXT Investigational Blood Glucose Monitoring System,Completed,Has Results,Diabetes,Device: ONYX NEXT BGMS,Ascensia Diabetes Care,Ascensia Diabetes Care,,,,,,,Not Applicable,Industry,Interventional,3/15/2019,4/15/2019,https://ClinicalTrials.gov/show/NCT02390167
1991,Apollo™ Onyx™ Delivery Microcatheter Post Market Safety Study,Completed,Has Results,Arteriovenous Malformations,Device: Apollo™ Onyx™ Delivery Micro Catheter,Medtronic Neurovascular Clinical Affairs,Medtronic Neurovascular Clinical Affairs,,,,,,,Not Applicable,Industry,Interventional,5/18/2015,2/20/2018,https://ClinicalTrials.gov/show/NCT02378883
1992,Evaluation of an Ascensia Diabetes Care ONYX PLUS Investigational Blood Glucose Monitoring System,Completed,Has Results,Diabetes,Device: ONYX PLUS Investigational Blood Glucose Monitoring System,Ascensia Diabetes Care,Ascensia Diabetes Care,,,,,,,Not Applicable,Industry,Interventional,2/15/2019,3/15/2019,https://ClinicalTrials.gov/show/NCT02371876
1993,BradyXplore Phase II: Bradykinesia Feature Extraction System,Completed,Has Results,Parkinson's Disease,,Great Lakes NeuroTechnologies Inc.|University of Cincinnati|The Cleveland Clinic,Great Lakes NeuroTechnologies Inc.,University of Cincinnati,The Cleveland Clinic,,,,,,Industry|Other,Observational,2/15/2019,7/15/2019,https://ClinicalTrials.gov/show/NCT02358876
1994,Tolerance Evaluation of a Nighttime Moisturizing Balm on Babies and Adults With Eczema,Completed,Has Results,Atopic Dermatitis (AD),Drug: Experimental Product,Johnson & Johnson Consumer Inc. (J&JCI)|Johnson & Johnson Consumer and Personal Products Worldwide,Johnson & Johnson Consumer Inc. (J&JCI),Johnson & Johnson Consumer and Personal Products Worldwide,,,,,,Not Applicable,Industry,Interventional,1/15/2019,1/16/2019,https://ClinicalTrials.gov/show/NCT02357940
1995,A Study To Describe The Effect Of Impaired Hepatic Function Of The Pharmacokinetics Of Palbociclib,Completed,Has Results,"Healthy, Hepatic Insufficiency",Drug: Palbociclib 75 mg Capsule,Pfizer,Pfizer,,,,,,,Phase 1,Industry,Interventional,3/31/2015,10/9/2016,https://ClinicalTrials.gov/show/NCT02334800
1996,"Safety of a Single, Intravitreal Injection of Human Retinal Progenitor Cells (jCell) in Retinitis Pigmentosa",Completed,Has Results,Retinitis Pigmentosa (RP),Biological: human retinal progenitor cells,"jCyte, Inc|California Institute for Regenerative Medicine (CIRM)","jCyte, Inc",California Institute for Regenerative Medicine (CIRM),,,,,,Phase 1|Phase 2,Industry|Other,Interventional,6/15/2019,7/19/2017,https://ClinicalTrials.gov/show/NCT02320812
1997,Assessment of Diagnostic Accuracy and Performance of Digital Breast Tomosynthesis Compared to Mammography,Completed,Has Results,"Breast Cancer|Tumors, Breast|Cancer Screening",Device: FFDM|Device: DBT,GE Healthcare,GE Healthcare,,,,,,,Not Applicable,Industry,Interventional,5/15/2019,7/7/2017,https://ClinicalTrials.gov/show/NCT02306265
1998,In Vitro Study of Platelets Collected on Trima Accel System and Stored in InterSol Solution,Completed,Has Results,Healthy Volunteers,Device: Platelets stored in InterSol|Device: Platelets stored in Plasma,Terumo BCT,Terumo BCT,,,,,,,Not Applicable,Industry,Interventional,11/5/2015,5/12/2016,https://ClinicalTrials.gov/show/NCT02298842
1999,Study Evaluating the Timing of Intrauterine Insemination in Relation to Positive Home Ovulation Prediction Kit,Completed,Has Results,Infertility,Procedure: Intrauterine Insemination|Drug: Clomiphene|Drug: Letrozole,Midwest Fertility Specialists,Midwest Fertility Specialists,,,,,,,Not Applicable,Industry,Interventional,10/13/2019,9/15/2019,https://ClinicalTrials.gov/show/NCT02294773
2000,Pharmacokinetics & Safety of Cambia® in Migraine With or Without Aura in 12-17 Year Olds,Completed,Has Results,Migraine,Drug: Diclofenac Potassium for Oral Solution,Depomed,Depomed,,,,,,,Phase 4,Industry,Interventional,1/15/2019,2/16/2019,https://ClinicalTrials.gov/show/NCT02287376
2001,Pharmacokinetics and Safety of Bupivacaine HCl Spinal Block and EXPAREL Local Infiltration in Total Knee Arthroplasty,Completed,Has Results,Pain,Drug: Bupivacaine SNB|Drug: EXPAREL Infiltration,"Pacira Pharmaceuticals, Inc","Pacira Pharmaceuticals, Inc",,,,,,,Phase 4,Industry,Interventional,12/14/2019,3/15/2019,https://ClinicalTrials.gov/show/NCT02284386
2002,Feasibility Study Evaluating the ParaPatch System,Completed,Has Results,Urinary Incontinence,Device: ParaPatch,"ParaPatch, Inc","ParaPatch, Inc",,,,,,,Not Applicable,Industry,Interventional,11/14/2019,2/16/2019,https://ClinicalTrials.gov/show/NCT02278146
2003,Clinical Study of the Optic Disc Parameters,Completed,Has Results,Normal Healthy Subjects With No Known Ocular Diseases|Glaucomatous Eyes|Eyes With Retinal Diseases,Device: Maestro|Device: iVue,"Topcon Medical Systems, Inc.","Topcon Medical Systems, Inc.",,,,,,,Not Applicable,Industry,Interventional,10/14/2019,2/15/2019,https://ClinicalTrials.gov/show/NCT02277119
2004,An Evaluation of the Spectra Optia CMNC Collection Procedure,Completed,Has Results,Healthy Apheresis Donors|Mononuclear (MNC) Cell Donors,Device: Spectra Optia CMNC|Device: COBE Spectra MNC|Drug: Granulocyte-colony stimulating factor (G-CSF),Terumo BCT,Terumo BCT,,,,,,,Not Applicable,Industry,Interventional,9/14/2019,1/15/2019,https://ClinicalTrials.gov/show/NCT02253160
2005,"Study of Long-term Safety, Efficacy Tolerability of BYM338 in Patients With Sporadic Inclusion Body Myositis",Completed,Has Results,Sporadic Inclusion Body Myositis (sIBM),Drug: BYM338 (Bimagrumab),Novartis Pharmaceuticals|Novartis,Novartis Pharmaceuticals,Novartis,,,,,,Phase 2|Phase 3,Industry,Interventional,3/11/2014,8/23/2016,https://ClinicalTrials.gov/show/NCT02250443
2006,Controlled Acute Hypoxia Study Comparing Pulse Oximetry to Arterial Blood Samples During Motion,Completed,Has Results,Healthy|Hypoxia,Device: Arterial line|Device: Motion,Medtronic - MITG,Medtronic - MITG,,,,,,,Phase 3,Industry,Interventional,11/14/2019,12/14/2019,https://ClinicalTrials.gov/show/NCT02247765
2007,Study to Assess the Pharmacokinetics of GSK1278863 in Subjects With End Stage Renal Disease Undergoing Peritoneal Dialysis,Completed,Has Results,Anaemia,Drug: GSK1278863,GlaxoSmithKline,GlaxoSmithKline,,,,,,,Phase 1,Industry,Interventional,10/24/2014,5/10/2017,https://ClinicalTrials.gov/show/NCT02243306
2008,Clinical Evaluation of Propel Nova Sinus Implant in Peripheral Sinus Ostia,Completed,Has Results,Chronic Sinusitis,Device: Propel Nova Sinus Implant,Intersect ENT,Intersect ENT,,,,,,,Not Applicable,Industry,Interventional,6/14/2019,1/15/2019,https://ClinicalTrials.gov/show/NCT02228720
2009,Safety and Efficacy Study of M2951 in Participants With Rheumatoid Arthritis,Completed,Has Results,Rheumatoid Arthritis,Drug: Placebo|Drug: M2951,"EMD Serono Research & Development Institute, Inc.|Merck KGaA, Darmstadt, Germany|EMD Serono","EMD Serono Research & Development Institute, Inc.","Merck KGaA, Darmstadt, Germany",EMD Serono,,,,,Phase 2,Industry,Interventional,7/31/2016,11/14/2017,https://ClinicalTrials.gov/show/NCT02784106
2010,Wound Management for Sacral Pressure Ulcers With Necrotic Tissue,Completed,Has Results,Pressure Ulcers,Device: TheraHoney HD|Device: SkinTegrity,Medline Industries,Medline Industries,,,,,,,Phase 4,Industry,Interventional,12/14/2019,8/15/2019,https://ClinicalTrials.gov/show/NCT02224638
2011,Drug-Drug Interaction Study With AZD9291 and Omeprazole in Healthy Volunteers,Completed,Has Results,Healthy Volunteer,Procedure: Pharmacokinetic sampling - AZD9291|Drug: AZD9291 tablet dosing|Drug: Omeprazole tablet dosing|Procedure: Pharmacokinetic sampling - AZ5140 and AZ7550,AstraZeneca,AstraZeneca,,,,,,,Phase 1,Industry,Interventional,9/14/2019,1/15/2019,https://ClinicalTrials.gov/show/NCT02224053
2012,Meningococcal Quadrivalent CRM-197 Conjugate Vaccine Pregnancy Registry,Completed,Has Results,"Meningococcal Disease|Pregnancy|Infections, Meningococcal",Biological: Meningococcal quadrivalent CRM-197 conjugate vaccine,GlaxoSmithKline,GlaxoSmithKline,,,,,,,,Industry,Observational,9/30/2014,12/8/2017,https://ClinicalTrials.gov/show/NCT02223637
2013,"Safety and Immunogenicity Among Healthy Children Receiving Fluzone® Quadrivalent, Influenza Vaccine",Completed,Has Results,Influenza,"Biological: Fluzone® Quadrivalent Influenza Vaccine, No Preservative","Sanofi Pasteur, a Sanofi Company|Sanofi","Sanofi Pasteur, a Sanofi Company",Sanofi,,,,,,Phase 4,Industry,Interventional,8/14/2019,6/15/2019,https://ClinicalTrials.gov/show/NCT02222870
2014,Study To Compare Single Dose Of Three Modified Release Formulations Of PF-04937319 With Immediate Release Material-Sparing-Tablet (IR MST) Formulation Previously Studied In Adults With Type 2 Diabetes Mellitus.,Completed,Has Results,Type 2 Diabetes Mellitus,Drug: PF-04937319 IR MST|Drug: PF-04937319 MR 1|Drug: PF-04937319 MR 2|Drug: PF-04937319 MR 3,Pfizer,Pfizer,,,,,,,Phase 1,Industry,Interventional,9/14/2019,1/15/2019,https://ClinicalTrials.gov/show/NCT02206607
2015,Pharmacokinetic Evaluation of EXPAREL in Adults Undergoing Tonsillectomy,Completed,Has Results,Pain,Drug: EXPAREL,"Pacira Pharmaceuticals, Inc","Pacira Pharmaceuticals, Inc",,,,,,,Phase 4,Industry,Interventional,8/14/2019,6/15/2019,https://ClinicalTrials.gov/show/NCT02199574
2016,Evaluation of a Novel Electronic Urine Output Monitor (eUOM),Completed,Has Results,Oliguria|Polyuria,Device: Accuryn,Potrero Medical,Potrero Medical,,,,,,,,Industry,Observational,7/14/2019,2/15/2019,https://ClinicalTrials.gov/show/NCT02195713
