CTID,Title,Conditions,Results First Posted,Ticker
NCT00533897,Phase IIIB Subcutaneous Missed Dose Study,Rheumatoid Arthritis,6/3/2011,BMY
NCT00457002,Study of Apixaban for the Prevention of Thrombosis-related Events in Patients With Acute Medical Illness,Venous Thrombosis|Pulmonary Embolism,5/20/2014,BMY
NCT00423319,Study of an Investigational Drug for the Prevention of Thrombosis-related Events Following Hip Replacement Surgery (ADVANCE-3),Deep Vein Thrombosis|Pulmonary Embolism,5/14/2014,BMY
NCT00412984,Apixaban for the Prevention of Stroke in Subjects With Atrial Fibrillation,Atrial Fibrillation|Atrial Flutter,4/29/2013,BMY
NCT00410410,A Study of Abatacept in Patients With Active Ulcerative Colitis,Ulcerative Colitis,12/2/2010,BMY
NCT00410072,Entecavir Plus Tenofovir Combination Therapy Versus Entecavir Monotherapy in Naive Subjects With Chronic Hepatitis B,"Hepatitis B, Chronic",2/3/2012,BMY
NCT00395018,Antiviral Activity of Entecavir in Patients Receiving Liver Transplant Due to Chronic Hepatitis B Virus Infection,"Hepatitis B, Chronic",5/31/2012,BMY
NCT00371683,Study of Apixaban for the Prevention of Thrombosis-related Events Following Knee Replacement Surgery,Deep Vein Thrombosis|Pulmonary Embolism,12/30/2015,BMY
NCT00256750,Belatacept Evaluation of Nephroprotection and Efficacy as First-line Immunosuppression (BENEFIT),Kidney Transplantation|Chronic Kidney Failure,8/19/2016,BMY
NCT00272779,BMS-Reyataz Study in Treatment in Naive Subjects to Compare the Efficacy and Safety Between Boosted Reyataz and Kaletra When in Combination With Fixed Dose Truvada,HIV Infections,5/9/2011,BMY
NCT00124982,Study of Abatacept (BMS-188667) in Subjects With Active Rheumatoid Arthritis on Background Non-biologic DMARDS (Disease Modifying Antirheumatic Drugs) Who Have an Inadequate Response to Anti-TNF Therapy,Rheumatoid Arthritis,6/2/2011,BMY
NCT00123487,Advanced Chronic Myelogenous Leukemia (CML) - Follow On: Study of BMS-354825 in Subjects With CML,"Myeloid Leukemia, Chronic, Accelerated Phase|Leukemia, Lymphoblastic, Acute, Philadelphia-Positive",10/22/2014,BMY
NCT00123474,Chronic Myelogenous Leukemia (CML) - Follow on: Study of BMS-354825 in Subjects With CML,"Myeloid Leukemia, Chronic, Chronic-Phase",8/26/2015,BMY
NCT00122382,Remission and Joint Damage Progression in Early Rheumatoid Arthritis,Rheumatoid Arthritis,7/13/2010,BMY
NCT00114777,Study of Belatacept in Subjects Who Are Undergoing a Renal Transplant,Renal Transplantation,7/7/2017,BMY
NCT00096785,Comparative Trial of Entecavir Versus Adefovir in the Treatment of Chronic Hepatitis B Infection,Hepatitis B|Chronic Disease,1/6/2010,BMY
NCT00095147,Abatacept and Infliximab in Combination With Methotrexate in Subjects With Rheumatoid Arthritis,Rheumatoid Arthritis,1/21/2011,BMY
NCT00094653,"MDX-010 Antibody, MDX-1379 Melanoma Vaccine, or MDX-010/MDX-1379 Combination Treatment for Patients With Unresectable or Metastatic Melanoma",Melanoma|Metastases,6/23/2011,BMY
NCT00095173,BMS-188667 in Children and Adolescents With Juvenile Rheumatoid Arthritis,Juvenile Rheumatoid Arthritis,1/18/2017,BMY
NCT01448044,Phase III BMS-790052 Add-On to Peg-Interferon Alfa-2a and Ribavirin in Naive Hepatitis C,Hepatitis C,9/7/2015,BMY
NCT00065507,Comparison of Entecavir to Adefovir in Chronic Hepatitis B Virus (HBV) Patients With Hepatic Decompensation,Hepatitis B,7/2/2010,BMY
NCT00048932,A Phase III Study of BMS-188667 in Subjects With Active Rheumatoid Arthritis,Rheumatoid Arthritis,5/3/2011,BMY
NCT00048581,Phase III Study of BMS-188667 (CTLA4Ig) in Patients With Rheumatoid Arthritis Who Are Currently Failing Anti-TNF Therapy or Who Have Failed Anti-TNF Therapy in the Past.,Rheumatoid Arthritis,6/23/2011,BMY
NCT00048568,A Phase III Study of Abatacept (BMS-188667) in Patients With Active Rheumatoid Arthritis and Inadequate Response to Methotrexate,Rheumatoid Arthritis,12/5/2011,BMY
NCT00035932,"Atazanavir (BMS-232632) in Combination With Ritonavir or Saquinavir, and Lopinavir/Ritonavir, Each With Tenofovir and a Nucleoside in Subjects With HIV",HIV Infections,12/24/2010,BMY
NCT00789581,A Randomized Trial of Ixempra Versus Taxol in Adjuvant Therapy of Triple Negative Breast Cancer,Breast Cancer,4/12/2017,BMY
NCT00225017,Switch to Atazanavir and Brachial Artery Reactivity (SABAR) Study,HIV Infection|Hyperlipidemia,8/2/2012,BMY
NCT01335698,Phase IIIB Study Evaluating the Effects of Atazanavir Powder With Ritonavir in HIV-infected Pediatric Patients,HIV,2/8/2016,BMY
NCT00833703,Long Term Safety of Clopidogrel in Neonates/Infants With Systemic to Pulmonary Artery Shunt Palliation,"Heart Defects, Congenital",8/16/2011,BMY
NCT00396877,Efficacy And Safety Of Clopidogrel In Neonates /Infants With Systemic To Pulmonary Artery Shunt Palliation,"Heart Defects, Congenital",3/11/2011,BMY
NCT00335452,Clopidogrel Optimal Loading Dose Usage to Reduce Recurrent EveNTs/Optimal Antiplatelet Strategy for InterventionS,Acute Coronary Disease|Angina Unstable,10/7/2010,BMY
NCT00249873,Atrial Fibrillation Clopidogrel Trial With Irbesartan for Prevention of Vascular Events (ACTIVE A),Atrial Fibrillation|Vascular Risk,3/26/2010,BMY
NCT00249795,Atrial Fibrillation Clopidogrel Trial With Irbesartan for Prevention of Vascular Events (ACTIVE I),Atrial Fibrillation|Cardiovascular Disease,10/15/2010,BMY
NCT00481247,A Phase III Study of Dasatinib vs Imatinib in Patients With Newly Diagnosed Chronic Phase Chronic Myeloid Leukemia,"Myeloid Leukemia, Chronic",3/15/2011,BMY
NCT00410202,Entecavir Plus Adefovir Combination Therapy Versus Entecavir Monotherapy vs Therapy With Adefovir Plus Lamivudine for Chronic Hepatitis B Infected Subjects With Lamivudine-resistant Virus,"Hepatitis B, Chronic",7/4/2012,BMY
NCT01172145,Treatment of Apathy in Alzheimer's Disease With Modafinil,Apathy|Alzheimer's Disease,3/4/2011,
NCT00457730,A Study to Test the Use of Duloxetine for Pain in MS,Multiple Sclerosis,4/6/2015,
NCT01508910,Efficacy and Safety of Targeted Intramyocardial Delivery of Auto CD34+ Stem Cells for Improving Exercise Capacity in Subjects With Refractory Angina,Chronic Myocardial Ischemia|Refractory Angina Pectoris|Advanced Coronary Heart Disease,2/15/2017,CLBS
NCT00143598,The SOX Trial: Compression Stockings to Prevent the Post-Thrombotic Syndrome,Deep Venous Thrombosis,8/18/2014,
NCT00688740,Docetaxel in Node Positive Adjuvant Breast Cancer,Breast Cancer,2/14/2011,
NCT00312208,Docetaxel in Breast Cancer,Breast Cancer,2/17/2010,
NCT00021255,Combination Chemotherapy With or Without Trastuzumab in Treating Women With Breast Cancer,Breast Neoplasms,11/15/2016,
NCT01265667,Trial of CF101 to Treat Patients With Psoriasis,Plaque Psoriasis,9/20/2017,CANF
NCT01158157,VA-006 Vaccinia Vaccine (ACAM2000) for the Production of VIGIV,Smallpox Vaccine Adverse Reaction,3/26/2019,
NCT01456000,HeartLight Ablation in Patients With Paroxysmal Atrial Fibrillation (PAF),Paroxysmal Atrial Fibrillation,9/8/2016,
NCT00591591,Brain Oxygenation and Hemodynamics During Sleep in Obstructive Sleep Apnea Sufferers,Obstructive Sleep Apnea Syndrome,3/11/2011,
NCT02970162,Phase 3 Study to Evaluate Efficacy of Amifampridine Phosphate in Lambert-Eaton Myasthenic Syndrome (LEMS),Lambert-Eaton Myasthenic Syndrome,12/24/2018,CBIO
NCT01377922,A Phase 3 Study of Amifampridine Phosphate in Patients With Lambert Eaton Myasthenic Syndrome (LEMS),Lambert Eaton Myasthenic Syndrome,1/4/2018,CBIO
NCT01281202,Vigabatrin for the Treatment of Cocaine Dependency,Cocaine Addiction|Cocaine Dependence,2/23/2016,CBIO
NCT00179647,Expanded Access Program:Lenalidomide With or Without Dexamethasone In Previously Treated Subjects With Multiple Myeloma,Multiple Myeloma,3/3/2010,CELGZ
NCT01925768,Safety and Efficacy Study of Apremilast to Treat Psoriatic Arthritis,Psoriatic Arthritis,6/13/2016,CELGZ
NCT01690299,Phase 3b Safety and Efficacy Study of Apremilast to Treat Moderate to Severe Plaque-plaque Psoriasis,Psoriasis|Psoriatic Arthritis,8/4/2015,CELGZ
NCT01583374,Study of Apremilast to Treat Subjects With Active Ankylosing Spondylitis,Ankylosing Spondyloarthritis,3/17/2015,CELGZ
NCT01307423,Efficacy and Safety Study of Apremilast to Treat Active Psoriatic Arthritis (PsA),Psoriatic Arthritis,8/15/2014,CELGZ
NCT01232283,Study to Evaluate Safety and Effectiveness of Oral Apremilast (CC-10004) in Patients With Moderate to Severe Plaque Psoriasis.,Plaque Psoriasis,11/5/2014,CELGZ
NCT01212770,PALACE 3: Efficacy and Safety Study of Apremilast to Treat Active Psoriatic Arthritis,Psoriatic Arthritis,5/20/2014,CELGZ
NCT01212757,PALACE 2: Efficacy and Safety Study of Apremilast to Treat Active Psoriatic Arthritis,Psoriatic Arthritis,5/19/2014,CELGZ
NCT01178281,Study of Pomalidomide in Persons With Myeloproliferative-Neoplasm-Associated Myelofibrosis and RBC-Transfusion-Dependence,Primary Myelofibrosis|MPN-associated Myelofibrosis,3/14/2014,CELGZ
NCT01172938,Efficacy and Safety Study of Apremilast to Treat Active Psoriatic Arthritis,Psoriatic Arthritis,5/20/2014,CELGZ
NCT00988208,Study to Evaluate Safety and Effectiveness of Lenalidomide in Combination With Docetaxel and Prednisone for Patients With Castrate-Resistant Prostate Cancer,Prostate Cancer,9/5/2013,CELGZ
NCT01029262,A Study of Lenalidomide Versus Placebo in Subjects With Transfusion Dependent Anemia in Lower Risk Myelodysplastic Syndrome (MDS) Without Del 5q,Anemia,6/18/2015,CELGZ
NCT00910910,Study Of The Effectiveness & Safety Of Lenalidomide Versus Chlorambucil As First Line Therapy For Elderly Patients With B-Cell CLL (The ORIGIN Trial),B-Cell Chronic Lymphocytic Leukemia,12/21/2016,CELGZ
NCT00864253,A Trial of ABI-007 Versus Dacarbazine in Previously Untreated Patients With Metastatic Malignant Melanoma,Malignant Melanoma,6/5/2014,CELGZ
NCT00844649,Phase III Study of ABI-007(Albumin-bound Paclitaxel) Plus Gemcitabine Versus Gemcitabine in Metastatic Adenocarcinoma of the Pancreas,Metastatic Pancreatic Cancer,12/11/2013,CELGZ
NCT00689936,"Study to Determine Efficacy and Safety of Lenalidomide Plus Low-dose Dexamethasone Versus Melphalan, Prednisone, Thalidomide in Patients With Previously Untreated Multiple Myeloma",Multiple Myeloma,8/11/2017,CELGZ
NCT00540514,Albumin-bound Paclitaxel (ABI-007) for Patients With Advanced Non-Small Cell Lung Cancer,Non-Small Cell Lung Carcinoma,8/19/2013,CELGZ
NCT00071799,A Survival Study in Patients With High Risk Myelodysplastic Syndromes Comparing Azacitidine Versus Conventional Care,Myelodysplastic Syndromes,7/5/2010,CELGZ
NCT00056160,CC-5013 Plus Dexamethasone Versus Dexamethasone Alone in Previously Treated Subjects With Multiple Myeloma,Multiple Myeloma,3/3/2010,CELGZ
NCT01074047,Study of Vidaza Versus Conventional Care Regimens for the Treatment of Acute Myeloid Leukemia (AML),Acute Myeloid Leukemia,2/26/2015,CELGZ
NCT01881230,Evaluate Risk/Benefit of Nab Paclitaxel in Combination With Gemcitabine and Carboplatin Compared to Gemcitabine and Carboplatin in Triple Negative Metastatic Breast Cancer (or Metastatic Triple Negative Breast Cancer),Breast Tumor|Breast Cancer|Cancer of the Breast|Estrogen Receptor- Negative Breast Cancer|HER2- Negative Breast Cancer|Progesterone Receptor- Negative Breast Cancer|Recurrent Breast Cancer|Stage IV Breast Cancer|Triple-negative Breast Cancer|Triple-negative Metastatic Breast Cancer|Metastatic Breast Cancer,3/8/2018,CELGZ
NCT01197560,Study of Lenalidomide to Evaluate Safety and Effectiveness in Patients With Diffuse Large B-Cell Lymphoma (DLBCL),Diffuse Large B-cell Lymphoma,8/20/2014,CELGZ
NCT01311687,"A Phase 3, Multicenter, Randomized, Open-Label Study to Compare the Efficacy and Safety of Pomalidomide in Combination With Low-Dose Dexamethasone Versus High-Dose Dexamethasone in Subjects With Refractory Multiple Myeloma or Relapsed and Refractory Multiple Myeloma and Companion Study",Multiple Myeloma,4/30/2014,CELGZ
NCT00083551,UARK 98-026 TT II: Multiple Myeloma Evaluating Anti-Angiogenesis With Thalidomide and Post-Transplant Consolidation Chemotherapy,Multiple Myeloma,9/22/2015,CELGZ
NCT02096861,Demonstrate Noninferiority in Efficacy and to Assess Safety of CT-P13 in Patients With Active Crohn's Disease,Crohn's Disease,4/11/2018,
NCT00617981,Phase 3 Study of ThermoDox With Radiofrequency Ablation (RFA) in Treatment of Hepatocellular Carcinoma (HCC),Hepatocellular Carcinoma,3/24/2017,CLSN
NCT00226655,"An Open-Labeled, Extended-Use of XERECEPT (hCRF) for Patients in Studies NTI 0302, 0303, or Other Designated Studies",Brain Edema|Brain Tumor,8/31/2012,
NCT00088166,XERECEPT® (hCRF) for Patients Requiring Dexamethasone to Treat Edema Associated With Brain Tumors,Brain Edema|Brain Tumor,8/13/2014,
NCT00094458,Trial Comparing Infliximab and Infliximab and Azathioprine in the Treatment of Patients With Crohn's Disease na�ve to Both Immunomodulators and Biologic Therapy (Study of Biologic and Immunomodulator Naive Patients in Chrohn's Disease: SONIC,Crohn Disease,6/23/2009,
NCT00307437,A Study of the Safety and Efficacy of Ustekinumab (CNTO 1275) in Patients With Moderate to Severe Psoriasis,Psoriasis,11/2/2012,
NCT00267969,A Study of Safety and Effectiveness of Ustekinumab (CNTO 1275) in Patients With Moderate to Severe Plaque-type Psoriasis,Psoriasis,8/24/2012,
NCT00656448,A Randomized Trial of Procrit vs. No Procrit in AML and High Risk MDS,Acute Myelogenous Leukemia|Myelodysplastic Syndrome|Leukemia,12/23/2013,
NCT00973479,An Effectiveness and Safety Study of Intravenous Golimumab in Patients With Active Rheumatoid Arthritis Despite Treatment With Methotrexate Therapy,"Arthritis, Rheumatoid",10/14/2013,
NCT00361335,A Study of Safety and Effectiveness of Golimumab in Participants With Active Rheumatoid Arthritis Despite Methotrexate Therapy,Rheumatoid Arthritis,8/24/2012,
NCT00299546,A Study of the Safety and Efficacy of Golimumab (CNTO 148) in Subjects With Active Rheumatoid Arthritis Previously Treated With Biologic Anti-TNFa Agent(s),"Arthritis, Rheumatoid",9/28/2011,
NCT00265096,A Study of the Safety and Efficacy of Golimumab in Patients With Active Psoriatic Arthritis,"Arthritis, Psoriatic",4/16/2012,
NCT00264537,A Study of the Safety and Efficacy of Golimumab in Subjects With Rheumatoid Arthritis That Are Methotrexate-naive,Rheumatoid Arthritis,7/13/2009,
NCT00264550,An Efficacy and Safety Study of Golimumab in Patients With Active Rheumatoid Arthritis Despite Methotrexate Therapy,Rheumatoid Arthritis,3/21/2014,
NCT00265083,A Study of the Safety and Efficacy of Golimumab in Subjects With Active Ankylosing Spondylitis,"Spondylitis, Ankylosing",7/13/2009,
NCT00046228,A Study of Abciximab and Reteplase When Administered Prior to Catherization After a Myocardial Infarction (Finesse),Myocardial Infarction,5/15/2009,
NCT00336492,A Study of the Safety and Efficacy of Infliximab(REMICADE ) in Pediatric Patients With Moderately to SeverelyActive Ulcerative Colitis,Ulcerative Colitis,8/10/2011,
NCT01160380,A Study of the Effectiveness of Armodafinil to Treat Cancer-Related Fatigue in Patients With Multiple Myeloma,Fatigue|Multiple Myeloma,11/6/2014,
NCT00758498,Study of the Effect of Armodafinil Treatment in Healthy Subjects With Excessive Sleepiness Associated With Jet Lag Disorder,Excessive Sleepiness,7/8/2010,
NCT00635089,Open-Label Extension Study of Reslizumab in Pediatric Subjects With Eosinophilic Esophagitis,Eosinophilic Esophagitis,3/23/2017,
NCT01305408,Study to Evaluate the Efficacy and Safety of Armodafinil Treatment (150 mg/Day) as Adjunctive Therapy in Adults With Major Depression Associated With Bipolar I Disorder,Depression,1/26/2015,
NCT01073163,Study to Assess the Effect of Treatment With Bendamustine in Combination With Rituximab on QT Interval in Patients With Advanced Indolent Non-Hodgkin's Lymphoma (NHL) or Mantle Cell Lymphoma (MCL),Non-Hodgkin's Lymphoma|Mantle Cell Lymphoma,4/4/2014,
NCT01072929,A Study to Evaluate the Efficacy and Safety of Armodafinil Treatment as Adjunctive Therapy in Adults With Major Depression Associated With Bipolar I Disorder,Depression,1/26/2015,
NCT01072630,Study to Evaluate the Efficacy and Safety of Armodafinil Treatment as Adjunctive Therapy in Adults With Major Depression Associated With Bipolar I Disorder,Depression,1/26/2015,
NCT00813488,Fentanyl Buccal Tablets Versus Immediate Release Oxycodone for Breakthrough Pain in Patients With Chronic Pain,Chronic Pain,12/31/2010,
NCT00463047,Efficacy and Safety of Fentanyl Buccal Tablets Compared With Oxycodone for the Management of Break Through Pain,Chronic Pain,12/14/2010,
NCT00236080,Study of the Efficacy and Multiple-Dose Plasma Concentration-Time Profiles of Armodafinil and PROVIGIL,Chronic Shift Work Sleep Disorder,2/3/2010,
NCT00228566,Study to Assess Patient Reported Outcomes With Armodafinil Treatment for Excessive Sleepiness in Adults With Narcolepsy or Obstructive Sleep Apnea/Hypopnea Syndrome,Excessive Daytime Sleepiness|Narcolepsy|Obstructive Sleep Apnea/Hypopnea Syndrome (OSAHS),6/25/2010,
NCT00228553,Extension Study of the Safety and Efficacy of Armodafinil in the Treatment of Patients With Excessive Sleepiness,Excessive Daytime Sleepiness|Narcolepsy|Obstructive Sleep Apnea/Hypopnea Syndrome|Chronic Shift Work Sleep Disorder,3/31/2010,
NCT00078312,"Armodafinil (CEP-10953) for Treatment of Narcolepsy, Obstructive Sleep Apnea/Hypopnea Syndrome, or Chronic Shift Work Sleep Disorder","Narcolepsy|Sleep Apnea, Obstructive|Sleep Apnea Syndromes|Shift-Work Sleep Disorder",2/22/2010,
NCT00538434,Efficacy and Safety Study of Reslizumab to Treat Eosinophilic Esophagitis in Subjects Aged 5 to 18 Years,Eosinophilic Esophagitis,9/2/2016,
NCT01748292,Treat & Extend Treatment With 0.5mg Ranibizumab vs Monthly Treatment With 0.5mg Ranibizumab,Macular Degeneration,10/20/2017,
NCT00782340,A Clinical Study for Patients With Neurogenic Orthostatic Hypotension (NOH) Using Droxidopa,Symptomatic Neurogenic Orthostatic Hypotension (NOH)|Non-diabetic Neuropathy|Primary Autonomic Failure|Dopamine Beta Hydroxylase Deficiency,5/16/2014,
