CTID,Title,Conditions,Study Type,Results First Posted,Company,Intervention
NCT02139124,The Efficacy and Safety of PRC-063 in Adult ADHD Patients,ADHD,Interventional,7-May-19,"Purdue Pharma, Canada",Drug: PRC-063 70 mg
NCT02139124,The Efficacy and Safety of PRC-063 in Adult ADHD Patients,ADHD,Interventional,7-May-19,"Purdue Pharma, Canada",Drug: PRC-063 100 mg
NCT02138916,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Interventional,13-Jun-19,AstraZeneca,Drug: Benralizumab Arm A
NCT02138916,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Interventional,13-Jun-19,AstraZeneca,Drug: Benralizumab Arm B
NCT02138916,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Interventional,13-Jun-19,AstraZeneca,Drug: Placebo
NCT02138916,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Interventional,13-Jun-19,MedImmune LLC,Drug: Benralizumab Arm A
NCT02138916,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Interventional,13-Jun-19,MedImmune LLC,Drug: Benralizumab Arm B
NCT02138916,Benralizumab Efficacy in Moderate to Very Severe Chronic Obstructive Pulmonary Disease (COPD) With Exacerbation History,Moderate to Very Severe Chronic Obstructive Pulmonary Disease,Interventional,13-Jun-19,MedImmune LLC,Drug: Placebo
NCT02134210,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Chronic Plaque Psoriasis (PsO),Plaque Psoriasis,Interventional,13-May-19,"Coherus Biosciences, Inc.",Drug: Etanercept
NCT02134210,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Chronic Plaque Psoriasis (PsO),Plaque Psoriasis,Interventional,13-May-19,"Coherus Biosciences, Inc.",Drug: CHS-0214
NCT02134210,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Chronic Plaque Psoriasis (PsO),Plaque Psoriasis,Interventional,13-May-19,Shire,Drug: Etanercept
NCT02134210,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Chronic Plaque Psoriasis (PsO),Plaque Psoriasis,Interventional,13-May-19,Shire,Drug: CHS-0214
NCT02121210,To Evaluate the Immunogenicity and Safety of Sarilumab Administered as Monotherapy in Patients With Rheumatoid Arthritis (RA),Rheumatoid Arthritis,Interventional,20-Jun-17,Sanofi,Drug: sarilumab SAR153191 (REGN88)
NCT02121210,To Evaluate the Immunogenicity and Safety of Sarilumab Administered as Monotherapy in Patients With Rheumatoid Arthritis (RA),Rheumatoid Arthritis,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Drug: sarilumab SAR153191 (REGN88)
NCT02115750,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Rheumatoid Arthritis (RA),Rheumatoid Arthritis,Interventional,26-Jun-19,"Coherus Biosciences, Inc.",Drug: Etanercept
NCT02115750,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Rheumatoid Arthritis (RA),Rheumatoid Arthritis,Interventional,26-Jun-19,"Coherus Biosciences, Inc.",Drug: CHS-0214
NCT02115750,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Rheumatoid Arthritis (RA),Rheumatoid Arthritis,Interventional,26-Jun-19,"Daiichi Sankyo Co., Ltd.",Drug: Etanercept
NCT02115750,Comparison of CHS-0214 to Enbrel (Etanercept) in Patients With Rheumatoid Arthritis (RA),Rheumatoid Arthritis,Interventional,26-Jun-19,"Daiichi Sankyo Co., Ltd.",Drug: CHS-0214
NCT02106832,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),Bronchiectasis,Interventional,1-Sep-17,Bayer,Drug: Ciprofloxacin (BAYQ3939) dry powder for inhalation
NCT02106832,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),Bronchiectasis,Interventional,1-Sep-17,Bayer,Drug: Placebo
NCT02106832,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),Bronchiectasis,Interventional,1-Sep-17,Novartis,Drug: Ciprofloxacin (BAYQ3939) dry powder for inhalation
NCT02106832,Ciprofloxacin Dry Powder for Inhalation (DPI) in Non-cystic Fibrosis Bronchiectasis (Non-CF BE),Bronchiectasis,Interventional,1-Sep-17,Novartis,Drug: Placebo
NCT02097745,A Study of the Efficacy and Safety of Re-treatments With Rituximab in Patients With Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Anti-tnfa Therapies,Rheumatoid Arthritis,Interventional,7-Nov-14,Hoffmann-La Roche,Drug: methotrexate
NCT02097745,A Study of the Efficacy and Safety of Re-treatments With Rituximab in Patients With Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Anti-tnfa Therapies,Rheumatoid Arthritis,Interventional,7-Nov-14,Hoffmann-La Roche,Drug: rituximab [MabThera/Rituxan]
NCT02097745,A Study of the Efficacy and Safety of Re-treatments With Rituximab in Patients With Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Anti-tnfa Therapies,Rheumatoid Arthritis,Interventional,7-Nov-14,Biogen,Drug: methotrexate
NCT02097745,A Study of the Efficacy and Safety of Re-treatments With Rituximab in Patients With Active Rheumatoid Arthritis Who Have Had an Inadequate Response to Anti-tnfa Therapies,Rheumatoid Arthritis,Interventional,7-Nov-14,Biogen,Drug: rituximab [MabThera/Rituxan]
NCT02064439,Reduced-dosed Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic VTE(Venous Thromboembolism),Pulmonary Embolism|Thromboembolism|Thrombosis|Venous Thrombosis|Venous Thromboembolism,Interventional,19-Dec-17,Bayer,Drug: BAY 59-7939
NCT02064439,Reduced-dosed Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic VTE(Venous Thromboembolism),Pulmonary Embolism|Thromboembolism|Thrombosis|Venous Thrombosis|Venous Thromboembolism,Interventional,19-Dec-17,Bayer,Drug: ASA
NCT02064439,Reduced-dosed Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic VTE(Venous Thromboembolism),Pulmonary Embolism|Thromboembolism|Thrombosis|Venous Thrombosis|Venous Thromboembolism,Interventional,19-Dec-17,"Janssen Scientific Affairs, LLC",Drug: BAY 59-7939
NCT02064439,Reduced-dosed Rivaroxaban in the Long-term Prevention of Recurrent Symptomatic VTE(Venous Thromboembolism),Pulmonary Embolism|Thromboembolism|Thrombosis|Venous Thrombosis|Venous Thromboembolism,Interventional,19-Dec-17,"Janssen Scientific Affairs, LLC",Drug: ASA
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Sanofi,Drug: Sarilumab
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Sanofi,Device: Auto-Injector Device (AID)
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Sanofi,Device: Pre-filled Syringe (PFS)
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Sanofi,Drug: Methotrexate
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Sanofi,Drug: Sulfasalazine
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Sanofi,Drug: Leflunomide
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Sanofi,Drug: Hydroxychloroquine
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Drug: Sarilumab
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Device: Auto-Injector Device (AID)
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Device: Pre-filled Syringe (PFS)
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Drug: Methotrexate
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Drug: Sulfasalazine
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Drug: Leflunomide
NCT02057250,To Evaluate Sarilumab - SAR153191 (REGN88) - Auto-injector Device In Patients With Rheumatoid Arthritis,RA,Interventional,20-Jun-17,Regeneron Pharmaceuticals,Drug: Hydroxychloroquine
NCT02058563,"Immunogenicity and Safety of GSK Biologicals' Combined Measles-mumps-rubella Vaccine in Volunteers, Seven Years of Age and Older",Rubella|Mumps|Measles,Interventional,10-Apr-17,GlaxoSmithKline,Biological: Priorix®
NCT02058563,"Immunogenicity and Safety of GSK Biologicals' Combined Measles-mumps-rubella Vaccine in Volunteers, Seven Years of Age and Older",Rubella|Mumps|Measles,Interventional,10-Apr-17,GlaxoSmithKline,"Biological: Merck's M-M-R®II, Measles, Mumps, and Rubella Virus Vaccine"
NCT02058563,"Immunogenicity and Safety of GSK Biologicals' Combined Measles-mumps-rubella Vaccine in Volunteers, Seven Years of Age and Older",Rubella|Mumps|Measles,Interventional,10-Apr-17,Parexel,Biological: Priorix®
NCT02058563,"Immunogenicity and Safety of GSK Biologicals' Combined Measles-mumps-rubella Vaccine in Volunteers, Seven Years of Age and Older",Rubella|Mumps|Measles,Interventional,10-Apr-17,Parexel,"Biological: Merck's M-M-R®II, Measles, Mumps, and Rubella Virus Vaccine"
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,"Janssen Research & Development, LLC",Biological: adalimumab 40 mg
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,"Janssen Research & Development, LLC",Biological: sirukumab 100 mg
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,"Janssen Research & Development, LLC",Biological: sirukumab 50 mg
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,"Janssen Research & Development, LLC",Drug: Placebo
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,GlaxoSmithKline,Biological: adalimumab 40 mg
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,GlaxoSmithKline,Biological: sirukumab 100 mg
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,GlaxoSmithKline,Biological: sirukumab 50 mg
NCT02019472,A Study Comparing Sirukumab (CNTO 136) Monotherapy With Adalimumab (HUMIRA®) Monotherapy in the Treatment of Active Rheumatoid Arthritis,"Arthritis, Rheumatoid",Interventional,14-Sep-17,GlaxoSmithKline,Drug: Placebo
NCT02016105,Study to Demonstrate Equivalent Efficacy and to Compare Safety of Biosimilar Adalimumab (GP2017) and Humira,Plaque Type Psoriasis,Interventional,7-Apr-17,Sandoz,Drug: GP2017 Adalimumab
NCT02016105,Study to Demonstrate Equivalent Efficacy and to Compare Safety of Biosimilar Adalimumab (GP2017) and Humira,Plaque Type Psoriasis,Interventional,7-Apr-17,Sandoz,Drug: Humira ® Adalimumab
NCT02016105,Study to Demonstrate Equivalent Efficacy and to Compare Safety of Biosimilar Adalimumab (GP2017) and Humira,Plaque Type Psoriasis,Interventional,7-Apr-17,Hexal AG,Drug: GP2017 Adalimumab
NCT02016105,Study to Demonstrate Equivalent Efficacy and to Compare Safety of Biosimilar Adalimumab (GP2017) and Humira,Plaque Type Psoriasis,Interventional,7-Apr-17,Hexal AG,Drug: Humira ® Adalimumab
NCT02013622,Monotherapy Brexpiprazole (OPC-34712) Trial in the Treatment of Adults With Early-Episode Schizophrenia,Schizophrenia,Interventional,29-Mar-16,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Drug: Brexpiprazole
NCT02013622,Monotherapy Brexpiprazole (OPC-34712) Trial in the Treatment of Adults With Early-Episode Schizophrenia,Schizophrenia,Interventional,29-Mar-16,"Otsuka Pharmaceutical Co., Ltd.",Drug: Brexpiprazole
NCT02013609,"Brexpiprazole (OPC-34712) as an Adjunctive Treatment in Active Adults, 18 to 35 Years Old, With Major Depressive Disorder Who Are in a School or Work Environment",MDD,Interventional,29-Mar-16,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Drug: Brexpiprazole
NCT02013609,"Brexpiprazole (OPC-34712) as an Adjunctive Treatment in Active Adults, 18 to 35 Years Old, With Major Depressive Disorder Who Are in a School or Work Environment",MDD,Interventional,29-Mar-16,"Otsuka Pharmaceutical Co., Ltd.",Drug: Brexpiprazole
NCT02013531,Brexpiprazole (OPC-34712) as an Adjunctive Treatment in Adults With Major Depressive Disorder and Anxiety Symptoms,Major Depressive Disorder|Anxiety,Interventional,29-Mar-16,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Drug: Brexpiprazole
NCT02013531,Brexpiprazole (OPC-34712) as an Adjunctive Treatment in Adults With Major Depressive Disorder and Anxiety Symptoms,Major Depressive Disorder|Anxiety,Interventional,29-Mar-16,"Otsuka Pharmaceutical Co., Ltd.",Drug: Brexpiprazole
NCT02012218,Brexpiprazole as Adjunctive Therapy With Major Depressive Disorder and an Inadequate Response to Previous Adjunctive Therapy,Major Depressive Disorder (MDD),Interventional,8-Oct-15,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Drug: ADT
NCT02012218,Brexpiprazole as Adjunctive Therapy With Major Depressive Disorder and an Inadequate Response to Previous Adjunctive Therapy,Major Depressive Disorder (MDD),Interventional,8-Oct-15,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Drug: Brexpiprazole
NCT02012218,Brexpiprazole as Adjunctive Therapy With Major Depressive Disorder and an Inadequate Response to Previous Adjunctive Therapy,Major Depressive Disorder (MDD),Interventional,8-Oct-15,"Otsuka Pharmaceutical Co., Ltd.",Drug: ADT
NCT02012218,Brexpiprazole as Adjunctive Therapy With Major Depressive Disorder and an Inadequate Response to Previous Adjunctive Therapy,Major Depressive Disorder (MDD),Interventional,8-Oct-15,"Otsuka Pharmaceutical Co., Ltd.",Drug: Brexpiprazole
NCT02006654,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With an Acetylcholinesterase Inhibitor,Alzheimer's Disease,Interventional,7-Feb-18,H. Lundbeck A/S,Drug: Placebo
NCT02006654,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With an Acetylcholinesterase Inhibitor,Alzheimer's Disease,Interventional,7-Feb-18,H. Lundbeck A/S,Drug: Idalopirdine
NCT02006654,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With an Acetylcholinesterase Inhibitor,Alzheimer's Disease,Interventional,7-Feb-18,"Otsuka Pharmaceutical Co., Ltd.",Drug: Placebo
NCT02006654,Study of Idalopirdine in Patients With Mild - Moderate Alzheimer's Disease Treated With an Acetylcholinesterase Inhibitor,Alzheimer's Disease,Interventional,7-Feb-18,"Otsuka Pharmaceutical Co., Ltd.",Drug: Idalopirdine
NCT02006641,Idalopirdine in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil,Alzheimer's Disease,Interventional,20-Feb-18,H. Lundbeck A/S,Drug: Placebo
NCT02006641,Idalopirdine in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil,Alzheimer's Disease,Interventional,20-Feb-18,H. Lundbeck A/S,Drug: Idalopirdine
NCT02006641,Idalopirdine in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil,Alzheimer's Disease,Interventional,20-Feb-18,"Otsuka Pharmaceutical Co., Ltd.",Drug: Placebo
NCT02006641,Idalopirdine in Patients With Mild-moderate Alzheimer's Disease Treated With Donepezil,Alzheimer's Disease,Interventional,20-Feb-18,"Otsuka Pharmaceutical Co., Ltd.",Drug: Idalopirdine
NCT02023879,Phase III Study To Evaluate Alirocumab in Patients With Hypercholesterolemia Not Treated With a Statin (ODYSSEY CHOICE II),Hypercholesterolemia,Interventional,15-Mar-17,Sanofi,Drug: Alirocumab
NCT02023879,Phase III Study To Evaluate Alirocumab in Patients With Hypercholesterolemia Not Treated With a Statin (ODYSSEY CHOICE II),Hypercholesterolemia,Interventional,15-Mar-17,Sanofi,Drug: Placebo (for Alirocumab)
NCT02023879,Phase III Study To Evaluate Alirocumab in Patients With Hypercholesterolemia Not Treated With a Statin (ODYSSEY CHOICE II),Hypercholesterolemia,Interventional,15-Mar-17,Sanofi,Drug: Non-statin LMT
